frames,dates,mjd,telem_status,expstarts,expstops,airmasses,frieds,tau0,theta0,dimms,dimmtimes,masses,masstimes,masswts0,masswts500,masswts1000,masswts2000,masswts4000,masswts8000,masswts16000,windspds,winddirs,temps,skystrehls,maosstrehls-psd+ncpa-unseen,maos_stds_strehls-psd+ncpa-unseen,skyfwhms,skyempfwhms,maosfwhms-psd+ncpa-unseen,maosempfwhms-psd+ncpa-unseen,maos_stds_fwhms-psd+ncpa-unseen,maos_stds_emp_fwhms-psd+ncpa-unseen,lbwfsfwhms,skyrmswfes,maosrmswfes-psd+ncpa-unseen,maos_stds_rmswfes-psd+ncpa-unseen,lgsrmswfes,totmaoswfe-psd+ncpa-unseen,homaoswfe-psd+ncpa-unseen,ttmaoswfe-psd+ncpa-unseen,DM_fitting_errors
c0110,20100815,55423.30909,False,07:25:05.130,07:25:48.466,1.56419,0.3050218952987364,0.02562200133665345,3.4821814226799397,0.33,7:25:38,0.07,7:25:8,0.9237059030193986,2.3680646590284613e-09,6.532909895918985e-09,1.2807820529375725e-09,4.800629133672483e-10,1.8704946528512752e-08,0.07629406761383525,2.5722222222222224,113.0,2.5697,0.23597656190395355,nan,nan,57.00042675177749,58.350866381494306,nan,nan,nan,nan,0.934163,406.315966400463,nan,nan,179.9,nan,nan,nan,734.7533458749043
c0111,20100815,55423.30979,False,07:26:05.832,07:26:48.624,1.56618,0.3050218952987364,0.02297994305223211,2.300350545071176,0.33,7:25:38,0.14,7:26:38,0.7637482096471844,1.9718515059614423e-10,8.200690842549925e-09,1.4466387216633014e-08,0.0003667275230713337,0.1225496496695663,0.11333539029591469,2.5722222222222224,113.0,2.5572,0.23699815571308136,nan,nan,56.52553885034343,55.0137244086197,nan,nan,nan,nan,0.896331,405.70774829826524,nan,nan,162.5,nan,nan,nan,734.7533458749043
c0112,20100815,55423.31036,False,07:26:55.227,07:27:38.682,1.56783,0.3355240848286102,0.025417831809175,2.2967604554306305,0.3,7:28:38,0.14,7:26:38,0.7230745201359154,2.3113303128565367e-10,9.612541955337936e-09,1.695695603357366e-08,0.0004298642357555616,0.14364809888313992,0.13284748994455797,2.057777777777778,128.0,2.5784,0.23335331678390503,nan,nan,55.230618823946514,56.14814735467271,nan,nan,nan,nan,0.960825,407.8856746233454,nan,nan,208.9,nan,nan,nan,678.6528357228245
c0130,20100815,55423.32116,False,07:42:28.119,07:43:11.272,1.6046,0.45753284294810476,0.03099750116706295,2.527836226877853,0.22,7:43:14,0.11,7:42:44,0.7008038608295828,2.2820040454843277e-08,7.063345855070537e-09,1.5901583745517774e-09,2.17333718617555e-08,0.0872957103113846,0.2119003756521161,0.5144444444444445,120.0,2.5646,0.20634283125400543,nan,nan,60.17093790418803,62.5239307760551,nan,nan,nan,nan,0.920261,424.7761568108201,nan,nan,184.6,nan,nan,nan,524.0815326923093
c0131,20100815,55423.32174,False,07:43:18.010,07:44:01.272,1.60689,0.45753284294810476,0.030121614981296976,2.433371644733637,0.22,7:43:14,0.12,7:44:13,0.6534649822204067,2.2820040454843274e-08,7.69723586770507e-10,2.0827814700849013e-09,0.0007932680729540755,0.1338413483819776,0.21190037565211606,1.028888888888889,120.0,2.5488,0.21856243908405304,nan,nan,57.3565699750307,59.421613790989255,nan,nan,nan,nan,0.939847,416.9618181596297,nan,nan,161.6,nan,nan,nan,524.0815326923093
c0132,20100815,55423.32232,False,07:44:07.975,07:44:51.325,1.6092,0.4194051060357627,0.02885329121694758,2.427595527694148,0.24,7:44:44,0.12,7:44:13,0.7002451681770344,1.9739469426681508e-08,6.658154370110825e-10,1.8016182413241055e-09,0.0006861815562608333,0.11577355481204471,0.18329507324775685,1.5433333333333334,122.0,2.5623,0.16329355537891388,nan,nan,66.75334444303859,68.30716937493325,nan,nan,nan,nan,0.923637,455.1773300778154,nan,nan,144.7,nan,nan,nan,563.4940361183195
c0133,20100815,55423.32289,False,07:44:58.075,07:45:41.144,1.61156,0.4194051060357627,0.025345132613765187,1.997733772059982,0.24,7:44:44,0.15,7:45:44,0.5487595036190008,3.1645816064997333e-10,3.791231429568987e-10,1.411528726463495e-07,5.2481922682050035e-05,0.2161941889588927,0.2349936836509703,1.5433333333333334,122.0,2.5535,0.15036816895008087,nan,nan,66.00495129140232,70.12901356874188,nan,nan,nan,nan,0.962244,465.4183407279792,nan,nan,159.1,nan,nan,nan,563.4940361183195
c0134,20100815,55423.32347,False,07:45:47.891,07:46:35.248,1.61394,0.40262890179433214,0.025201598541380467,1.9929634381546746,0.25,7:46:14,0.15,7:45:44,0.578439293812934,2.956435132755079e-10,3.5418678323105404e-10,1.3186871557486766e-07,4.9029988587769874e-05,0.20197428134663414,0.21953726233329796,1.5433333333333334,123.0,2.5735,0.1775127649307251,nan,nan,60.578713053747904,65.4794292419564,nan,nan,nan,nan,0.973544,444.5680937407817,nan,nan,179.6,nan,nan,nan,582.9929411948972
c0135,20100815,55423.32427,False,07:46:56.617,07:47:42.737,1.61727,0.40262890179433214,0.02801409945635556,2.0862537223134305,0.25,7:47:44,0.16,7:47:14,0.553441400737757,2.7076262354440094e-08,2.2246442583107538e-08,1.0976863116664903e-05,0.0001551396653821973,0.27076262354440095,0.17562980986663843,1.5433333333333334,125.0,2.5829,0.17420898377895355,nan,nan,65.4964068206535,68.30716937493325,nan,nan,nan,nan,0.97713,446.9772534218316,nan,nan,179.2,nan,nan,nan,582.9929411948972
c0136,20100815,55423.32488,False,07:47:49.273,07:48:32.463,1.61988,0.40262890179433214,0.025695115322690778,1.6305788543734567,0.25,7:47:44,0.22,7:48:43,0.19502733898841518,2.4002740681773916e-09,1.975835360999682e-09,6.029956805421253e-08,2.634447147999576e-06,0.6029956805421252,0.20197428134663417,1.5433333333333334,124.0,2.5774,0.1554299294948578,nan,nan,66.24383180072734,69.22408515878199,nan,nan,nan,nan,0.929963,461.3339465107828,nan,nan,154.4,nan,nan,nan,582.9929411948972
c0137,20100815,55423.32545,False,07:48:39.119,07:49:22.295,1.62237,0.3728045386984557,0.025755002937457003,1.6265042783402328,0.27,7:49:14,0.22,7:48:43,0.2919321563466334,2.1113224907485404e-09,1.7379788795795912e-09,5.3040540621243825e-08,2.3173051727727883e-06,0.5304054062124381,0.17766006324591377,1.028888888888889,123.0,2.5449,0.16484206914901733,nan,nan,62.37197869708683,68.30716937493325,nan,nan,nan,nan,0.962628,453.9904471831186,nan,nan,160.4,nan,nan,nan,621.6077578918294
c0138,20100815,55423.32603,False,07:49:29.035,07:50:12.296,1.62491,0.3728045386984557,0.025755002937457003,1.6224381990285393,0.27,7:49:14,0.22,7:48:43,0.2919321563466334,2.1113224907485404e-09,1.7379788795795912e-09,5.3040540621243825e-08,2.3173051727727883e-06,0.5304054062124381,0.17766006324591377,1.028888888888889,123.0,2.5598,0.1487266570329666,nan,nan,69.63163714960905,69.22408515878199,nan,nan,nan,nan,0.994473,466.7645685914704,nan,nan,167.1,nan,nan,nan,621.6077578918294
c0139,20100815,55423.32661,False,07:50:18.936,07:51:01.851,1.62748,0.35949009088779654,0.025028462723453587,1.5394410650756198,0.28,7:50:44,0.2,7:51:45,0.2572375874805905,6.90656022201581e-09,1.9386835710921573e-09,1.9629171157308095e-08,4.240870311764094e-06,0.5694882990083212,0.17326984416636154,1.028888888888889,122.0,2.5533,0.14169585704803467,nan,nan,68.4977123795998,70.12901356874188,nan,nan,nan,nan,0.979489,472.65818998015106,nan,nan,148.2,nan,nan,nan,640.7348044061122
c0140,20100815,55423.32718,False,07:51:08.505,07:51:51.388,1.63006,0.4194051060357627,0.025329269669792376,1.5356699235226132,0.24,7:52:15,0.2,7:51:45,0.03965362614473895,8.929759978736872e-09,2.5065992922770164e-09,2.53793178343048e-08,5.483185951855974e-06,0.7363135421063737,0.22402731174725835,1.028888888888889,122.0,2.5696,0.1806103140115738,nan,nan,63.93074493974025,68.30716937493325,nan,nan,nan,nan,0.93022,442.33809591460056,nan,nan,186.0,nan,nan,nan,563.4940361183195
c0141,20100815,55423.32915,False,07:53:58.697,07:54:41.489,1.63921,0.3871431748022424,0.031710747909019496,2.0003163151104606,0.26,7:53:45,0.18,7:54:44,0.4784168645972293,1.6177451020085264e-08,7.622595565396106e-10,2.4951661742843374e-08,6.594367746322891e-05,0.392097541673253,0.12941960816068213,1.028888888888889,122.0,2.5532,0.15556983649730682,nan,nan,65.73676998392762,70.12901356874188,nan,nan,nan,nan,0.958315,461.22245411249935,nan,nan,175.2,nan,nan,nan,602.3622485892957
c0142,20100815,55423.32972,False,07:54:47.996,07:55:35.631,1.64194,0.4194051060357627,0.0319849693991945,1.9951228920981963,0.24,7:55:14,0.18,7:54:44,0.40398061575013516,1.8486169780543e-08,8.710432540662634e-10,2.851256694965107e-08,7.535464122407782e-05,0.4480546234945168,0.14788935824434402,1.028888888888889,122.0,2.5687,0.16940756142139435,nan,nan,65.20519237396238,68.30716937493325,nan,nan,nan,nan,0.952133,450.5373774177683,nan,nan,195.6,nan,nan,nan,563.4940361183195
c0143,20100815,55423.33035,False,07:55:42.164,07:56:25.169,1.64498,0.4376401106460132,0.03324979431477472,1.9821390769682468,0.23,7:56:45,0.18,7:56:15,0.32610803170167496,5.263988644683803e-10,3.582203135200161e-08,1.3185198394351765e-07,3.4644781495363055e-07,0.528080649977864,0.14581080367223187,1.028888888888889,121.0,2.5645,0.1977732926607132,nan,nan,60.434588091600666,62.5239307760551,nan,nan,nan,nan,0.960782,430.44663656526114,nan,nan,148.4,nan,nan,nan,543.8592079446559
c0021,20110823,55796.25373,False,06:05:22.875,06:06:05.350,1.51587,0.13980170201192088,0.009700524824601292,3.0870291990394225,0.72,6:5:1,0.21,6:6:1,0.8687745845906485,7.908122582979895e-07,2.174106081543044e-11,0.048955044561304104,0.05523133232557387,0.009539957401690032,0.017498290286784082,3.086666666666667,93.0,2.2657,0.31572622060775757,0.28435444928554043,0.016413419788442636,53.87606079680044,58.350866381494306,52.10512694155972,56.36749620241014,0.49095013522992964,3.824594547960703,0.921964,363.0520458562561,379.23700411923926,8.765095653336655,109.3,437.03623722470456,369.78454507499185,232.36060372791272,1407.6360137549527
c0022,20110823,55796.25432,False,06:06:13.826,06:06:56.300,1.51594,0.14802533154203387,0.009997796890994937,3.088090397523994,0.68,6:6:31,0.21,6:6:1,0.8556587055267458,8.698533336089921e-07,2.3914063076361493e-11,0.053848063509128075,0.06075166139491373,0.01049346878639419,0.019247230905570394,3.086666666666667,93.0,2.2569,0.2947499752044678,0.3123265049626396,0.014772265430934926,56.8620344740407,55.0137244086197,51.83132813578126,55.25867528471416,0.48774300550089716,3.274762785322306,0.909164,373.71998802163336,364.7676486388352,7.435610947841858,119.7,413.892717324056,345.5277039478224,227.43692693183206,1342.1592528790425
c0026,20110823,55796.25676,False,06:09:44.791,06:10:27.266,1.5165,0.22876642147405238,0.012365663524866408,3.510027487245249,0.44,6:10:59,0.18,6:10:29,0.77367075778687,8.671072019709247e-10,0.0005390896749095551,0.08671072019709247,0.08728118546154702,0.018368981515436693,0.03342926449703696,3.6011111111111114,100.0,2.2407,0.27128344774246216,0.4743177371642108,0.0033260147699870554,57.90951685272095,57.26009980271185,50.57142857142858,50.53254121126316,0.0,0.0,0.883115,386.201597662846,291.95160520389015,1.3729872821864053,123.3,322.36730454382365,256.2426071975556,195.56620810763445,933.8071313532055
c0027,20110823,55796.25735,False,06:10:35.809,06:11:18.284,1.5167,0.22876642147405238,0.012004936741685544,3.397177387341022,0.44,6:10:59,0.18,6:11:59,0.7755173525985908,2.1164261311264023e-09,6.161024856109203e-05,0.04512380241835537,0.13520026767572974,0.008043560228809239,0.036053404713527935,3.6011111111111114,105.0,2.2154,0.2683507800102234,0.46996260367379455,0.006648547877618058,57.68848029510733,53.85541101182941,50.57142857142858,50.53254121126316,0.0,0.0,0.976279,387.8070893475056,293.75639462815127,2.7558712759843234,104.4,324.03677734617327,257.7147677583234,196.37956506952477,933.8071313532055
c0029,20110823,55796.25853,False,06:12:17.796,06:13:00.271,1.51718,0.17659162359400535,0.010754193351218605,3.623112011387836,0.57,6:12:29,0.19,6:13:28,0.845205839650985,0.006595973605468759,0.008300551054073044,0.05521348692218231,0.060401331330977956,0.0015304141005947176,0.022752403335718076,3.6011111111111114,92.0,2.2057,0.3215952515602112,0.41259975978201036,0.01819140510391431,53.839855846738494,53.85541101182941,50.84331426328432,50.40459668278511,0.27189455814322466,3.5936547571765893,0.871693,360.14032508024155,318.142558571752,7.98719252954888,146.0,352.02090521653423,286.18415128944747,204.87587697476863,1158.623507103811
c0015,20110823,55796.2501,False,06:00:10.069,06:00:52.544,1.51602,0.1677620424143051,0.010211502998261552,3.145544502080755,0.6,6:1:0,0.18,6:3:2,0.861661933948216,6.701897917550543e-09,8.16474873204127e-05,0.00796063001374024,0.09117302750779419,0.017860387851340278,0.02126236648969081,3.6011111111111114,99.0,2.3146,0.3774976432323456,0.3899130143600606,0.009074308480011308,52.994256639436806,51.46062707686444,50.86305899337344,50.53254121126316,0.2372458962176746,0.0,0.894599,333.73281564487047,328.08798997717554,4.045202493810318,189.4,365.9531212667425,299.10979936973365,210.7840350119934,1209.2218828155414
c0023,20110823,55796.25491,False,06:07:08.127,06:07:50.602,1.51603,0.15023466484863138,0.009375204881876473,3.088111874495814,0.67,6:8:0,0.21,6:6:1,0.8520502919609539,8.915989510409154e-07,2.4511894971474053e-11,0.055194220778723324,0.062270402929841706,0.010755796869699932,0.01972839583731803,3.6011111111111114,87.0,2.2365,0.2751932144165039,0.3232543975703872,0.032369794142430595,59.08355817169798,60.47340542403716,52.007575631262505,51.7383122631815,0.8848546402834705,2.088456724218339,0.923267,384.07774944179,359.678270902559,15.884469398986393,114.5,406.5211020810984,337.1125211534958,226.80165476697312,1325.6909497163847
c0024,20110823,55796.25558,False,06:08:02.393,06:08:44.868,1.51617,0.15023466484863138,0.009425751651722351,3.1214387163369395,0.67,6:8:0,0.17,6:9:0,0.8626881005939783,0.0023266486912877225,0.014322192673863596,0.03538091075559189,0.05349593706245493,0.011520024542020718,0.02026618568080303,3.6011111111111114,94.0,2.2386,0.2705337107181549,0.3296536507609499,0.021484795398048026,57.937272643390386,58.350866381494306,51.68019113086233,55.16172515049179,0.3976278960788465,4.629183939228636,0.957444,386.61102517447887,356.29670091486844,10.51893883616745,90.2,400.46603443220926,331.3971205982874,224.5917449827327,1325.6909497163847
c0025,20110823,55796.25617,False,06:08:53.709,06:09:36.184,1.51632,0.1184202652336271,0.008100401913221731,3.1146528996608915,0.85,6:9:30,0.17,6:9:0,0.9076433929458082,0.0015649144747391466,0.009633171827469686,0.0237973612338678,0.035981610185608116,0.007748420817747357,0.013631128514759476,3.6011111111111114,122.0,2.2175,0.2987605333328247,0.23640202699469126,0.017518730827914886,56.95662354624418,53.85541101182941,52.056541769200706,52.94408331509984,0.9421097284826159,2.411542103836684,0.904554,371.6470054350657,406.2148532536502,10.340759986367663,131.7,470.0733042102307,405.9794225650886,236.27582739274197,1616.4504405983319
c0028,20110823,55796.25794,False,06:11:26.767,06:12:09.241,1.51693,0.17659162359400535,0.010569591934115033,3.3920093209151574,0.57,6:12:29,0.18,6:11:59,0.8541815502240525,1.374778768330848e-09,4.002051401070932e-05,0.029311320909695435,0.08782279463461212,0.00522490044028705,0.023419411902563234,3.6011111111111114,105.0,2.2261,0.27467048168182373,0.41026863749927744,0.008340372141237591,60.87013267666248,60.47340542403716,50.69896478887706,50.53254121126316,0.2208992084259347,0.0,0.998403,384.36063805669477,319.0963177922411,3.6427703733191312,115.9,356.4328026299608,289.2819807778989,208.19977392248558,1158.623507103811
c0030,20110823,55796.2592,False,06:13:15.518,06:13:57.993,1.5175,0.19736710872271185,0.010756760870391797,3.6243885598358765,0.51,6:13:58,0.19,6:13:28,0.8136787573268938,0.007939382183662396,0.009991132635620093,0.06645887333515152,0.07270333123241407,0.0018421150796924545,0.02738640820656579,4.115555555555556,105.0,2.1969,0.3438854515552521,0.4463072857524836,0.007246408175659844,53.52682961980728,53.85541101182941,50.57142857142858,50.53254121126316,0.0,0.0,0.952081,349.341329163164,303.63863875848875,3.0580503539210855,154.6,335.31302325323446,269.25036708542007,199.8397304173654,1056.0596172796113
c0033,20110823,55796.26102,False,06:15:52.816,06:16:35.290,1.51855,0.17974504544389827,0.01035566392277517,3.3099800634082372,0.56,6:16:57,0.21,6:17:57,0.8036769656056828,0.017937757389735236,4.579852950570699e-09,0.09388698548669931,0.053049963344110586,0.00374021324296607,0.027708110350952726,3.6011111111111114,102.0,2.1841,0.3824238181114197,0.41318188875674555,0.00587164160421327,53.28965289237558,55.0137244086197,50.77253417952766,51.7383122631815,0.3483251309146487,2.088456724218339,0.892947,331.5046249532499,317.8183525788676,2.5550687748223333,118.9,352.8968161067726,285.4368752507453,207.48841682467506,1141.6596318266127
c0042,20110823,55796.26651,False,06:23:46.974,06:24:29.449,1.5232,0.1525109476493682,0.007954107494186917,2.5422816080870714,0.66,6:24:53,0.16,6:24:24,0.90282021833509,3.97616447533877e-11,0.00015585403819393573,0.0002028714575373577,0.047597881310624694,0.015266149737432066,0.0339570250813603,4.115555555555556,102.0,2.1244,0.3264898657798767,0.3258287576724853,0.009942218913940672,55.019381611897984,53.85541101182941,52.00960522253978,52.84713318087748,0.07520254479858014,4.008990890162917,0.953763,357.73469241446327,358.01536776895375,4.871516780098778,138.6,403.16884459799473,330.54018638494205,230.8323155764259,1309.1816279785553
c0043,20110823,55796.2671,False,06:24:37.795,06:25:20.270,1.52384,0.1525109476493682,0.007926527666834113,2.4041539809918557,0.66,6:24:53,0.2,6:25:53,0.8647572945178466,1.0506361606369597e-09,8.793998803121514e-05,0.0008068421344118087,0.07923305852317404,0.022318762638945357,0.03279610114695482,4.115555555555556,90.0,2.1228,0.32318368554115295,0.3102773005017809,0.022689542575186003,54.3471071340039,53.85541101182941,52.61913046806329,56.464446336632506,0.28373077282341425,1.9205341659445785,0.948936,359.35741783690605,365.9494576345779,11.676500133443621,194.9,414.24789157751565,335.5712129455839,242.62821526130037,1309.1816279785553
c0074,20110823,55796.2859,False,06:51:42.627,06:52:25.102,1.55858,0.17659162359400535,0.0089225526142793,1.6638701639800744,0.57,6:51:41,0.63,6:52:40,0.11984727146378946,5.46573717430926e-11,0.004930433018062477,0.33808683552428415,0.5099476435824619,0.011044169960459947,0.016143646396284565,4.115555555555556,98.0,1.9139,0.38260629773139954,0.3619741123094381,0.01894193216322456,52.95732298404305,53.85541101182941,52.31503363826155,52.94408331509984,1.2963143728361948,2.411542103836684,0.955214,331.42233828258975,340.88897679843853,8.846768679420306,148.1,381.6485990343774,295.42324659782764,241.55410938753886,1158.623507103811
c5260,20120724,56132.28059,False,06:44:02.469,06:44:44.944,1.62207,0.18640226934922785,0.03328464498558294,2.9330626894870746,0.54,6:44:37,0.12,6:45:37,0.916527208066616,3.4954358195419237e-10,0.00164634216094434,0.0006447497625373154,0.037427926466788816,0.01025922578125414,0.03349454741231588,0.0,261.0,4.2768,0.3117225170135498,0.4274938687051617,0.038571003418939404,55.45212819561628,58.350866381494306,50.585763062101535,50.40459668278511,0.02482806614618256,3.5936547571765893,0.908303,365.05594100863874,311.9637513522508,16.87752512638247,163.3,342.2604403052194,277.34710712969445,200.2794079335162,1107.5791093838425
c5262,20120724,56132.28177,False,06:45:48.02,06:46:30.478,1.617,0.22876642147405238,0.03173629766828572,2.950460864739894,0.44,6:46:7,0.12,6:45:37,0.8825697248202886,4.917410579598269e-10,0.002316088973685496,0.0009070397704827436,0.052653943909155496,0.01443277119070026,0.0471204308439463,0.5144444444444445,259.0,4.2894,0.32984015345573425,0.4775253720309414,0.007880347761175114,54.09240923155265,52.67163104744902,50.57142857142858,50.53254121126316,0.0,0.0,0.932117,356.09955877904287,290.636834702933,3.253706011209014,150.7,317.90543177334797,253.37750510811978,191.96684145846345,933.8071313532055
c5267,20120724,56132.28484,False,06:50:09.899,06:50:52.374,1.6045,0.3050218952987364,0.03238051206529806,2.989861143051328,0.33,6:52:11,0.12,6:45:37,0.8103244699991127,7.94269158008768e-10,0.00374098930570255,0.0014650672404106046,0.08504761401880429,0.023312076215338554,0.07610978242636222,0.5144444444444445,257.0,4.2818,0.3207532465457916,0.514236084120341,0.010358109087264348,54.719868023024134,56.14814735467271,50.57142857142858,49.198825630866764,0.0,2.3100631480927643,0.914901,360.5562128269116,275.6933466423169,4.18535796008056,171.3,302.1138584106924,237.18886327246307,187.0801488208001,734.7533458749043
c5300,20120724,56132.30508,False,07:19:19.170,07:20:01.646,1.54416,0.25164306362145755,0.027841554989590376,2.4037897602480416,0.4,7:20:52,0.17,7:20:22,0.7633548452696856,9.628962738918823e-12,8.559077990150065e-10,2.099648819458688e-08,0.061718976444597735,0.10899450878081723,0.06593164764287471,0.0,250.0,4.269,nan,0.47260190671117763,0.00957911487688489,nan,52.67163104744902,50.93216773440247,54.14985436701819,0.6248185585506426,2.088456724218339,0.988482,nan,292.67194064697037,3.9643176456157487,175.1,320.3178878196268,251.35684634593727,198.07064868295114,862.5082978784359
c5301,20120724,56132.30568,False,07:20:10.341,07:20:52.817,1.54293,0.25164306362145755,0.027841554989590376,2.4068565160245754,0.4,7:20:52,0.17,7:20:22,0.7633548452696856,9.628962738918823e-12,8.559077990150065e-10,2.099648819458688e-08,0.061718976444597735,0.10899450878081723,0.06593164764287471,0.0,250.0,4.2533,nan,0.47341763720038044,0.009805056566050676,nan,52.67163104744902,50.920921931169744,54.14985436701819,0.605340255979649,2.088456724218339,0.926017,nan,292.3356290690025,4.056485103196169,118.9,319.3246403625875,251.21117726113323,196.7089737820598,862.5082978784359
c5304,20120724,56132.30745,False,07:22:43.605,07:23:26.082,1.53941,0.25164306362145755,0.02441701877447274,2.8699218170343617,0.4,7:20:52,0.22,7:21:52,0.6275463718348764,0.21397694975375167,0.010431376300495392,0.010899450878081725,0.01564706445074309,0.06472802730050987,0.056770759481542234,0.0,250.0,4.263,0.35197243094444275,0.4941549321274066,0.006897306052152332,52.14979011532905,52.67163104744902,50.57142857142858,51.7383122631815,0.0,2.088456724218339,0.940144,345.51684098359914,283.8239787521433,2.811803207092414,124.5,310.19350272049354,245.8167307325844,188.98465207322863,862.5082978784359
c5308,20120724,56132.30986,False,07:26:11.764,07:26:54.241,1.53504,0.22876642147405238,0.024417018774472752,2.88221564823252,0.44,7:32:58,0.22,7:21:52,0.6822508476988126,0.18254888462545793,0.008899258125491073,0.009298583810609263,0.01334888718823661,0.055221037599201016,0.0484325009521918,0.0,250.0,4.2818,0.3217562437057495,0.482296473515615,0.00994550839155883,53.14074035762922,52.67163104744902,50.57142857142858,51.7383122631815,0.0,2.088456724218339,0.927139,360.0608637420607,288.6803199839551,4.09157869205932,141.0,315.1698035542932,251.28280400399046,189.99442690626623,933.8071313532055
c5309,20120724,56132.31045,False,07:27:02.999,07:27:45.475,1.53404,0.22876642147405238,0.02684949396467836,2.549187477105919,0.44,7:32:58,0.15,7:32:28,0.8282214914668375,8.100606755254695e-09,0.001979514467657309,0.002994942638386418,0.06617397067672849,0.034456101973055174,0.06617397067672849,0.0,250.0,4.2727,nan,0.4656128767631312,0.015682919819854133,nan,56.14814735467271,50.7682826898199,52.944083315099846,0.34096133473294205,2.411542103836684,0.889372,nan,295.5921866129652,6.546080980465423,142.0,322.67553928837805,255.90727756950335,196.225992495845,933.8071313532055
c5261,20120724,56132.28118,False,06:44:53.494,06:45:35.973,1.61952,0.18640226934922785,0.03328464498558294,2.9404553411962406,0.54,6:44:37,0.12,6:45:37,0.916527208066616,3.4954358195419237e-10,0.00164634216094434,0.0006447497625373154,0.037427926466788816,0.01025922578125414,0.03349454741231588,0.0,259.0,4.2746,0.3053229749202728,0.4274181698538989,0.037558104106199544,54.996264304404335,57.26009980271185,50.57142857142858,50.40459668278511,0.0,3.5936547571765893,0.897675,368.2898236942037,311.9789651856725,16.433674672877267,160.6,342.06793938863245,277.0283202553368,200.36560489612881,1107.5791093838425
c5302,20120724,56132.30627,False,07:21:01.398,07:21:43.874,1.54173,0.25164306362145755,0.02441701877447274,2.8630150697104355,0.4,7:20:52,0.22,7:21:52,0.6275463718348764,0.21397694975375167,0.010431376300495392,0.010899450878081725,0.01564706445074309,0.06472802730050987,0.056770759481542234,0.0,250.0,4.2551,nan,0.4935024378760856,0.006597148653054348,nan,51.46062707686444,50.57142857142858,51.7383122631815,0.0,2.088456724218339,0.928092,nan,284.0894258181472,2.6918397704256383,119.6,310.55047995180985,246.11446339285573,189.1426309758688,862.5082978784359
c5303,20120724,56132.30686,False,07:21:52.397,07:22:34.874,1.54056,0.25164306362145755,0.02441701877447274,2.8664948336961595,0.4,7:20:52,0.22,7:21:52,0.6275463718348764,0.21397694975375167,0.010431376300495392,0.010899450878081725,0.01564706445074309,0.06472802730050987,0.056770759481542234,0.0,250.0,4.2603,nan,0.49386176156214956,0.00755919249371348,nan,51.46062707686444,50.57142857142858,51.7383122631815,0.0,2.088456724218339,0.979251,nan,283.9446315532533,3.083588664227655,130.3,310.7999767240916,246.05061431025808,189.6878925402397,862.5082978784359
c0058,20140806,56875.27304,False,06:33:11.098,06:33:53.574,1.53995,0.14177074006842683,0.004228118924204835,3.2357374119058324,0.71,6:34:1,0.16,6:33:31,0.917666054810525,3.3406407210639563e-11,0.00858287692950278,0.004651199773173662,0.0339203519369571,0.020198027744279,0.01498148877215605,10.803333333333335,105.0,2.7714,0.295943945646286,0.3013146308748127,0.013976468886063655,53.569623867786945,52.67163104744902,52.029178172375026,54.14985436701818,0.8087289579586194,2.088456724218339,1.031806,373.10111627638827,370.3469408189114,7.216906030682724,154.6,422.7762649261426,354.29993531287374,230.45914953080188,1391.3249710624711
c0033,20140806,56875.25785,False,06:11:19.017,06:12:01.494,1.57904,0.14588003688200443,0.004651064209490066,3.159317218232812,0.69,6:11:47,0.18,6:18:22,0.8976144119833361,2.5603074522021233e-11,1.0834143113528985e-10,2.403993944593994e-07,0.049319606710840916,0.04743306437763934,0.005632676394844672,10.28888888888889,104.0,3.0146,0.24226123094558716,0.3020924769957055,0.021770333438416122,56.78197399921633,58.350866381494306,52.03676329076157,54.05290423279581,0.9630765175007345,3.853819333909524,0.969552,402.601103227396,370.08792120146165,11.216717757466006,167.1,424.5989823170988,354.75447381696074,233.03985884103633,1358.5872404058484
c0059,20140806,56875.27363,False,06:34:02.112,06:34:44.588,1.53882,0.14177074006842683,0.004165532849205341,3.4554292529557413,0.71,6:34:1,0.12,6:35:5,0.9463441534401024,6.604189733180284e-10,2.7753015221146722e-09,1.3696626956362224e-08,0.016420534005845144,0.024078310427976368,0.013156984993728816,10.803333333333335,104.0,2.7605,0.27327388525009155,0.29997996714854147,0.015862412440462458,54.147323296626645,57.26009980271185,51.91255152156105,54.14985436701818,0.6206619881513316,2.088456724218339,0.981574,385.11803797506326,371.0596641528601,8.175424092811177,153.5,425.1230043802903,357.68884421659754,229.61335762368464,1391.3249710624711
c0060,20140806,56875.27422,False,06:34:53.096,06:35:35.572,1.53772,0.132443717695504,0.0040726515810020425,3.457044912746588,0.76,6:35:35,0.12,6:35:5,0.9520974853787556,5.896045175654458e-10,2.477715482376193e-09,1.2227984741726953e-08,0.01465981660405914,0.021496475990615674,0.011746206731264915,10.28888888888889,103.0,2.7635,nan,0.26750732248369735,0.02015292346860357,nan,56.14814735467271,52.10437884250046,56.36749620241014,0.8434095648868642,3.8245945479607024,1.001381,nan,388.4508040046955,11.319839384616083,145.5,455.7905120972832,392.3877528915422,231.81059350216205,1472.50897129117
